ElTorque,ShTorque,Bicep,Tricep,AntDel,MedDel,PosDel,Pec,LowerTrap,MidTrap,Task,TrialNr,Su,Arm
17.33458410799996,10.12849425800002,0.09608224462130042,0.02438043642330374,0.023627593321220334,0.022496988657346426,0.03885042423054382,0.04447260359094585,0.08409563466850743,0.03605574127730202,10%,8.0,c10,Right
20.226962859999944,10.197689126000007,0.11486382625444325,0.02973612849988279,0.024505233636241488,0.0228380650466002,0.033193306180758705,0.044966242444310744,0.08287700009494668,0.03744646556839362,10%,9.0,c10,Right
15.970787079999996,8.79976607400001,0.06585310230378714,0.01927966402964826,0.024237143297525902,0.021125074283249085,0.03318992467554194,0.04199093888021972,0.07595692958036901,0.02760733539607277,10%,10.0,c10,Right
19.56223523799997,24.55099496399989,0.10789916640040473,0.023981998708880743,0.06760469403535908,0.05167630060747886,0.04604692766227471,0.05418023455707593,0.14423219072928825,0.1106187288537803,30%,1.0,c10,Right
18.960273372000017,29.565336711999944,0.07711938602100599,0.030967969698808644,0.0875074778631673,0.07610708276064598,0.07704951299879902,0.06974304803665533,0.1648205831673143,0.14331607441528618,30%,2.0,c10,Right
19.35389243200007,27.72891692200007,0.11972846528898112,0.02160082796762974,0.07226906810367172,0.059230518224411395,0.046544620319833,0.05354077256948207,0.15769863521079874,0.10289869203819625,30%,3.0,c10,Right
18.65208479799991,31.903094078000024,0.14409280249505219,0.034214662951953564,0.11648694735641826,0.09181000642819752,0.06592744474935294,0.04611964427069872,0.19231909452653131,0.18666280754757747,30%,4.0,c10,Right
19.08360954400006,28.095848627999946,0.0776337790900259,0.026316736306087475,0.08569880977615409,0.054506423668998244,0.03995911353106242,0.04189309389456034,0.16727320582058589,0.1061082005044783,30%,5.0,c10,Right
18.886910606000026,26.554220721999933,0.08487781621361977,0.029380924456335198,0.08907096529020496,0.08126831632920581,0.05820381881217093,0.04091265975139787,0.14733086574420645,0.12500277473179555,30%,6.0,c10,Right
20.803414486000005,28.66515037800009,0.1185172864077498,0.0282148742734408,0.09486116938782099,0.08680140640891346,0.0629489169959089,0.039094969688936075,0.1853127572228994,0.14758385903065147,30%,7.0,c10,Right
19.304766804000025,30.242238410000134,0.1613909018984553,0.028845638285967524,0.11893606347143576,0.09955929646925213,0.06713312126455502,0.04070907118753369,0.21195177315652666,0.14002434058187424,30%,8.0,c10,Right
19.226324018000007,28.88366352000004,0.1148521585011956,0.026701657075881378,0.10851572024009336,0.13259868414369833,0.08444580836130795,0.03964257888665152,0.2620136423022166,0.15556606215991123,30%,9.0,c10,Right
19.068488593999994,28.81451442000007,0.08636699285081367,0.030149542229392666,0.11444242109383139,0.09488373236007051,0.06237620876413373,0.040145007298514356,0.22197866852735135,0.1617097517058679,30%,10.0,c10,Right
20.49594844799998,44.491188132000026,0.0765747538015266,0.041646337622214764,0.1832439360367147,0.16854033827685252,0.11842510032452445,0.044095051032654084,0.31678525977594424,0.3523798121925644,50%,1.0,c10,Right
19.09486880199998,48.272099094000154,0.1752478343142121,0.08653038211522603,0.24311369672238262,0.20045011827820738,0.14141471316956575,0.05149110284671044,0.4252020262205299,0.3897042480791717,50%,2.0,c10,Right
20.49574979399996,42.89836375200013,0.2922064356224365,0.11036697485398163,0.18278043097871108,0.16934518318321132,0.1212568553343629,0.05493367424556986,0.31880605534119605,0.22767521358884657,50%,3.0,c10,Right
19.751772116000026,45.92784053999976,0.19910985297866343,0.09014828143945798,0.20212271330403864,0.18539889105544347,0.15226720066006227,0.053570242395883545,0.43273499817273775,0.33823285064635056,50%,4.0,c10,Right
18.230985494000034,44.74551347000008,0.3394780919305751,0.16777302477488523,0.22769416754523403,0.20516363915774227,0.16358589731051693,0.08704601080088738,0.34639519245768996,0.26843763898038986,50%,5.0,c10,Right
16.681989148,43.98144081799973,0.2215055201168275,0.09220029051051108,0.16453628285597435,0.16533382744179964,0.22043828250138317,0.05673243335075532,0.44642694606944744,0.29956604963040223,50%,6.0,c10,Right
19.48840073799998,44.10783809999993,0.17957016009569549,0.0680826544439022,0.22182684580856107,0.17155815871218297,0.10392241631196698,0.043555332918548836,0.31055021019459156,0.3089082174299909,50%,7.0,c10,Right
19.210882046000023,43.66697118400015,0.0762075552064065,0.03789154040351877,0.18913332138594255,0.15715194665585694,0.1160578290926391,0.04477261214900774,0.2885895253304242,0.31453307994508434,50%,8.0,c10,Right
